start	end	text
0	3080	tenho Jesus!
30740	31720	대�!"
33300	34440	campaigns!
45500	46300	Mei grosso!
46900	51940	Depois de Cinconhos,
52940	54160	eu "...bué...
54880	58920	eu pensava que즈 pra ele dentro de Karmerins
58920	60920	que eu nunca mais faço isso, né?
64200	65960	Mas agora vai dar-se.
66300	66940	Então,
67440	69440	eu vou compartilhar a minha tela aqui.
70440	72480	A gente vai fazer a atividade prática,
72480	75520	vamos hoje vai ser, então, uma aula mais leve,
75520	78220	na segunda, a gente fez uma aula ali,
78220	81120	a história, a passão, um pouco vários pontos,
81120	82800	sobre a manipulação de dados,
82800	85020	então a gente começou a entrar no detalhe,
85520	88360	de que a gente vai ter que fazer com os data sites?
88680	90740	E hoje que não a gente vai começar,
90740	92240	é, tenho primeiro contato,
92240	93960	a gente vai fazer aqui o nosso primeiro,
94440	95820	é, a gente chama de lábio,
96320	98720	a gente faz uma atividade prática juntos,
98720	99460	então,
99460	102960	a gente vai começar hoje quando a data site bem conhecida,
102960	104160	pelo certeza que,
104560	106480	se vocês não viram ainda com certeza,
106480	107800	vocês vão ter contato com ele,
108360	110360	e é bem legal para a gente
110360	112360	me dergurar o enteirias
112360	115240	com esses pais conceitos na prática,
115640	116640	e, enfim,
116640	118960	a ver basicamente que a gente fez na segunda-feira,
119360	120920	então, eu vou só preparar aqui,
126360	127640	é, com o berto,
143560	144760	então, agora,
145280	146800	vocês estão vendo pessoas?
147520	148160	Acho que sim,
148160	149160	está para você, daqui.
150160	151360	E vamos lá,
151360	152760	então, hoje a gente vai fazer
152760	156280	a análise de dados do conjunto de dados do Titanic.
159880	161440	Esse é um conjunto de dados real,
161960	165600	então, é o conjunto de dados de todos os passageiros do Titanic,
167320	168480	é meio moroso,
168480	172160	mas a variável do pessoal uso como variável óvon,
172160	173360	então,
173360	175640	é feita para focar as nossas análises,
175640	177960	é a variável de se a pessoa sobreviver ou não,
177960	179240	e a gente já vai ver o porquê.
180240	181040	Mas então, ainda,
181040	182200	a gente tem um primeiro contato,
182200	184440	esse é um data frame muito, muito conhecido,
185440	185920	então,
185920	188440	vocês podem usar eles para fazer
188440	189320	pessoas de sentidade,
189320	190800	para criar modelos de previsão,
190800	192000	ou de legislação,
192000	193440	pessoal para analisidade,
193800	194440	por exemplo,
194440	195160	para analisar.
195160	196400	Mas o que a gente vai fazer hoje,
196400	199000	é tentar analisar os principais fatores que levam
199280	200760	um pessoal sobreviver ou,
200760	202800	hoje a gente não vai chegar tão nesse nível,
202800	205640	mas vai dar uma paninha e quem quiser
205640	206600	me regulhar também,
206600	207680	e ficar montais.
207920	209760	Mas a nossa mais a que a ideia também,
209760	211400	a gente tem o primeiro contato com a mente,
211400	212520	do Google Colabi,
212880	213360	então,
213360	216240	esse é uma mente que a gente vai desenvolver alguns nossos projetos,
216480	217560	a gente vai variar também,
217560	219360	a gente vai dar uma coisa para o Provescoge,
219360	220880	para vincinar para vocês,
220880	221400	também,
221400	222760	é outra opção.
223000	223880	Mas o Google Colabi,
223880	225920	é uma forma muito, muito versátil.
226920	228040	Ele funciona,
228560	229160	basicamente,
229160	230440	como o Júpe Tenante Book,
230640	231680	aqui vocês têm,
231680	233440	inclusive, a mais opção da edade,
233440	235440	porque o Júpe Tenante Book é em algumas partes,
235440	236240	aqui,
236240	237840	os pais de encontrar alguma coisa no código,
237840	240320	a gente pode fazer a vista ao código,
241440	243160	sem as diabetes,
243160	245280	então, aqui a gente pode ter a pasta,
245280	246640	e muito interessante dele,
247280	248040	aqui a pasta,
248040	251320	a gente pode se incronizar com um Google Drive,
251320	252240	então aqui,
252240	254560	por exemplo, a gente pode se incronizar com o Google Drive,
254560	255680	da nossa conto Google,
255680	256520	então qualquer aqui,
256520	257320	porque eu só vou lá,
257320	258560	eu consigo acessar aqui.
258760	260760	Então, só só vai lá um arquivo,
260760	261600	por exemplo,
261600	262320	em nosso caso aqui,
262320	263520	a gente vai usar um arquivo CSC-B,
263520	265240	que vai ser para púlinhas.
265640	266640	Então, a gente pode só vai
266640	268080	ir lá no nosso Google Drive,
268080	269120	como qualquer um arquivo,
269680	271080	e consumir aqui direto,
271080	271880	no qual abre.
272080	272480	Então,
272480	273880	é uma ferramenta muito versátil,
274120	275080	e na prática,
275080	276200	como aquela funciona.
277040	277920	É o Google,
277920	279680	dá uma computada dos impregentes,
279960	280520	então,
280520	282120	ele dá uma engenha,
282120	282920	que a gente chama,
282920	283320	então,
283320	284440	ele gada um back-end,
284600	284880	então,
284880	286920	que são um processador de 12,
286920	288040	e gigas de RAM,
288440	289040	então,
289040	290040	a gente já falou,
290040	290480	bem forte,
290480	290840	então,
290840	292240	a gente for ver a maioria das máquinas
292240	293800	ele que saem gentrada aqui no Brasil.
293800	295000	Hoje são 8 gigas de RAM.
297840	299120	Então, a máquina é bem interessante.
299120	300600	Não pense em que a máquina fraco,
300600	301040	então,
301600	302600	um problema é,
303720	305920	é espaço no Google Drive.
306160	306440	Então,
306440	306800	então,
306800	307800	o espaço limitado,
307800	309560	que é o espaço gratuito ali do Google,
309800	310800	vocês podem comprar também
310800	312680	espaço da máquina,
312680	314040	e, enfim,
314680	316480	outra ferramenta muito interessante dela,
316480	317480	é que ela,
318160	318680	também,
318760	322320	traz ferramentas de execução em paralelo.
322600	323920	Isso aí é lá para frente,
324160	325280	mas o Google forna é,
325280	326080	esse pra gente,
326920	328760	o opção de construção de placa de vídeo,
328760	330040	que a gente consegue executar
