start	end	text
600000	602800	E aí, por favor, eles não pôs?
602800	605260	Que aí, eles terão mais um pouco, que hoje,
605260	608360	a gente não é doiçado de desneiro, não vou gravar essa aula.
608360	610360	E aí, segona feira.
610360	613600	Então, o finalizando as 32, né, hoje,
613600	620800	aqui na aula, vamos passar mais sobre o que está pela frente,
620800	623120	como os próximos passos, então,
623120	626280	imagina o que a maioria da pessoa está focando,
626280	627840	então, o finalizado é parte do pai,
627840	630240	porque realmente é uma parte muito densa.
630240	634280	Então, o pessoal está vendo a gravação depois que vem tranquils.
634280	635960	Agora, eu vai começar a partir,
635960	641640	partir realmente legal, eu vou começar a realmente fazer sentido.
641640	642960	Eu tenho que ter o que o pai tem,
642960	647200	então, a gente vai ver que o pai tem de passar ser muito mais no ferramento
647200	651600	do pra construir, o que a gente vai fazer na análise na sensibilidade
651600	654840	do que, propriamente, ali, o nosso foco, né, o foco desculoso,
654840	656960	desse vídeo que é o que é o que o pai tem,
656960	658960	o foco é a análise de sensibilidade.
658960	661720	Então, mais acaba que o pai tem,
661720	664840	é a fundação, é a ferramenta mais utilizada hoje,
664840	669120	por que pra as duas, para as duas profissões.
669120	671240	Então, a gente depende muito do pai com,
671240	673800	hoje, é um precedido, principalmente,
673800	677720	na visão do mercado, e até com profissionais mesmo,
677720	680080	para o pai não é concrível, mas hoje,
680080	684080	a gente vai passar também, entender como que a gente vai usar o pai,
684080	685480	porque a gente vai usar o pai,
685480	688720	que é realmente a parte interessante,
688720	692440	porque de vocês estarém aqui no Goethe Campiote.
692440	695720	Então, nós objetivos, para hoje,
695720	698160	que vai conhecer o Chris P.D.M.,
698160	700360	o Chris P.D.M. tem esse nome feio aqui,
700360	702120	mas ele é muito simples.
702120	705880	É um metogologia que a gente vai utilizar
705880	708720	para fazer análise de sensibilidade.
708720	711080	Então, ele parece muito complexo,
711080	712600	mas no que eu tenho as contas,
712600	716320	ele acaba sendo muito intuitivo depois que a gente faz um vez,
716320	717960	mas ele é um notch para vocês,
717960	720280	ele quando fazer projetos,
720280	723440	construire os queis, aqui os próprios projetos,
723440	725280	dá triplo tendeis no princípio,
725280	727000	dá para fazer esse seguindo aqui nesse vídeo,
727000	729880	e acaba sendo muito orientado no próprio NoTibu,
729880	732960	mas se vocês podem utilizar um Chris P.D.M.,
732960	735880	porque é o que vocês vão fazer na vida real.
735880	738640	A gente vai conhecer o conceito de ADR,
738640	741160	esse vai ser um conceito que vai acompanhar vocês
741160	742960	por resto da carreira de vocês.
742960	746720	Então, ADR, nada mais é do que a análise de explorar para os dados,
746720	750720	é o grande foco da profissão de análise de dados no fim das fontas,
750720	752680	tudo que vocês vão extrair de informação,
752680	755400	o gençai, vai ser por meio da ADR,
755400	758920	e por cento de dados, ele é a base intercindível de tudo
758920	762400	que vocês vão construir de previsões para o futuro.
762400	766000	Então, a gente vai ver as técnicas e tipos de associados dela,
766000	768800	mas principalmente, de uma falada sobre o conceito de ADR,
768800	772080	e o que é o passa-pass, o infinito, todo o processo.
772080	773960	Foi falar também sobre o data-vis,
773960	776760	já está avisando mais é do que a realização de dados,
776760	780880	e não discutir a fundo, isso não vamos fazer um pouco mais para frente,
780880	785080	mas a gente vai falar muito sobre o que é o data-vis,
785080	787440	é importante ser dele, porque a gente tem que saber desse forcer,
787440	791080	que veja agora, e tudo mais.
791080	792680	Escutir também sobre os tipos de dados,
792680	795040	então, o que a gente vai ver no dia de ano,
795040	797120	você vê que a maioria nos dados que a gente está trabalhando
797120	798680	por enquanto são dados tabulados,
798680	801080	mas esse não é um mundo real,
801080	802680	hoje vai muito além disso,
802680	804800	mas a gente vai conhecer o outro tipo de dados,
804800	807000	que a gente vai trabalhar.
807000	808960	E, por fim, a gente vai ter o primeiro contato,
808960	810720	também, com o previsamento de dados,
810720	814200	que nada mais é do que o processo que a gente faz para lidar com as impostas,
814200	817200	estenses, e as gente tem a trabalhar com dados.
817200	818960	E aí, não estou falando de consistência de noces,
818960	821360	em consistência dos dados.
821360	824560	No mundo real, a gente não recebe os dados mais tigadinhos,
824560	826680	os britinhos da forma como a gente gostaria,
826680	828880	no real, os dados são surgidos,
828880	831880	os dados a gente tem que botar no lixo,
